text,Sentiment,Label,tweet_ids,Count,0,1,2
@LebAckerman08 Ikaw yung utak mo sing babaw sa impyerno sa sobrang low 😂 hindi niya pinaunlakan yung comelec hearing kasi takot sa zoomicron ? Haha kabobohan .. tas g na g sa binyagan? Hahahahaha,Negative,Hate,['1484692965758889986'],,,,
Ang saya ng campaign period and election sa province namin. Literal na magkakamag anak pero nag aaway dahil lang election. Kaya gusto ko umuwi ngayon eh gusto ko makipag bardagulan HAHAHAHABHAHAHWHAHA,Positive,Non-hate,['1488154258226937856'],,,,
@ChairAndyBau Uyyyyy nangangamoy dayaan ba uli sa 2022 presidential election gaya ng nangyari nung 2016 na biglang naging VP si madumb leni. Kaya bigla kang pumunta sa tate,Negative,Hate,['1477272463994408963'],,,,
@Charlbumbum @LugawNaLutang @Akoganda12 @bsjrmn_ @IlaLeima @Hustlingmind @dragun214 @dennisquijada4 @BuangSonny @grace_durias @GrowlHarhar @fugitivemind_ @Genkuro1030 @Disisyiti @BisayangOrig @GraceEverlast @ces_riki @lenirobredo @FedicTheGreat @MarionA56n @Du30Titan @marcosdaily_ph @srsasot_ @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena_guanzon @philstar @interaksyon 😂😂😂bangag kasi at may sayad na😂😂 yuck lang..anong klasing mentality meron sila? Oi Vicentang Lutang.kalevel m lang pala s Marcos Jr.😂😂hala ka..😂😂😂,Negative,Hate,['1484696219889049602'],,,,
"@reyster_twt @guomiiscoding @captainisaac7 Are u saying that the basis of Election is by POPULARITY? Edi sana si Marian Rivera na lang nangandidato.

""I would also decline the offer, baka kainin pa ako ng journalist no."" Takot na takot matanong ng mga issues ng lipunan?",Negative,Hate,['1484552865167200259'],,,,
"@namit_12 @eveninglight5 @Quibadia1 @rowena_guanzon @COMELEC SC na nga ang nagbilang. Di nyo lang matanggap na talo. 7mins glitch iyak kayo ng iyak. Pero last election 7hrs glitch tapos bago magfeed sa comelec may mother server muna at walang NAMFREL,mga bulag! Kaso hindi kasing yaman ni Boy Recto ang LP kaya di na kinayang magparecount.",Negative,Hate,['1483826986531307523'],,,,
@Pumadine @rowena_guanzon Puro pabida puro iyak di na lang manahimik at iboto gusto niya sa eleksyon. Duwag kasi baka daw matalo manok niya. Kaya ipadisqualify na lang si BBM. Masyadong mapagmataas sa katalinuhan at natapos niya hahaha,Negative,Hate,['1486927774464233475'],,,,
potaena inis na inis talaga akakakakao all they care about is the fucking election,Negative,Hate,['1484958146225655808'],,,,
"@smninews nanggugulo si Guanzon, hanggang Feb 2 na lang sya kaya gigil na gigil sya… wala ma syang papel sa magiging “election of the century” sa Philippines.",Negative,Hate,['1488136600160813056'],,,,
"Bakit mo i blame ang Comelec? 🤣🤣 Ang i blame mo si Carpio, Te at Calleja. Alam naman nila ang final judgement pero pinipilit nila ang RTC lol Haissst ang ibang pinoy iba talaga ang pag iisip pag galit sa isang tao.
Di wag ka magbayad 🤣🤣🤣8 https://t.co/ArAZMzXwgH",Negative,Hate,['1483599454955454466'],,,,
Comelec niyo takot kay BBm haha,Negative,Hate,['1482913688445415430'],,,,
@olanghigap @rowena_guanzon @COMELEC @radyocomelec @dzbb @dzrhnews @inquirerdotnet Kyo iiyak sa may 9 good luck🤣🤣🤣🤣 dami nmin nkikita sws 50% + katakot yun ....land slide,Positive,Non-hate,['1487265312252723200'],,,,
@iMPACTPH2019 Lumakas bigla after ng Comelec? 🙄 buhay nga naman nya hano?,Negative,Hate,['1482552924966248451'],,,,
"Absent sa COMELEC Hearing, ni-reject ang Presidential Interview ni Jessica Soho, ngayon naman mahina bandwidth? Ginagawa niyo lang katawa-tawa mga sarili niyo uy! #MarcosDuwagParin https://t.co/5CkSxw8Oaf",Negative,Hate,['1485463457894117376'],,,,
"Naalala ko nung interview ni Toni kay BBM Andaming galit kasi kesyo ganun ganyan tas ngaun na nd nmn required sa Comelec tas wala sya hinahanap nyo 

Mga UTAK LUGAW BA KAYO UNG TOTOO? https://t.co/c7bUVBCx9T",Negative,Hate,['1484899017142456325'],,,,
"@gmanews @COMELEC Ang hindi umattend, takot sa debate. 😂",Negative,Hate,['1483382869431099392'],,,,
@reyna_elena Naniniwala ako na nadaya talaga si bbm nung 2016 election dahil kung tatanungin mo ung bumuto nung 2016 halos lahat ang tandem duterte-bbm,Negative,Hate,['1474502649940561922'],,,,
"Noong time na galit yung commissioner ng comelec kay BBM dahil di nag attend, bilib na bilib kayo sa kanila. Ngayon na palpak kayo, sasabihin niyo bias ang COMELEC? it's just a manifestation that they're doing their job well. Iyak nalang kayo okay? #BBMSABalota #BBMSARA2022",Negative,Hate,['1482935910589087748'],,,,
@ai_ceniza Nong pumutok na na hack ang Comelec bigla kang nagsabi na tatalunin mo si BBM sa election kaya no need ng ma DQ siya. Nagkataon lang ba?,Negative,Hate,['1484697986332381188'],,,,
Naiiyak ako sa saya sa dami ng Leni Robredo items sa Shopee. At maraming bumibili ha. Ngayon lang ata ako nakakita ng eleksyon kung saan aktibong sumasali ang mga mamamayan sa pag-iingay para sa kandidatong pinaniniwalaan nila. 💞  Grabe po ang nagagawa niyo VP @lenirobredo !,Positive,Non-hate,['1488381362771873795'],,,,
"Takot nga sa comelec, sa GMA interview pa! #MarcosDuwag",Negative,Hate,['1484558814804205570'],,,,
"Yung gigil na gigil kang manalo para mapatunayan na di ka nandaya last election.😂Mangunguna ka na nga lang bakit sa pag-gastos pa ng pondo sa ads. Tapos idadahilan niyo paid by volunteers.🤡 Angyaman naman ng mga volunteers niyo, business owners na no permit para di mahabol?🤡 https://t.co/HaiFIWMA73",Negative,Hate,['1482847265564033024'],,,,
@gofork98 @Stupi_DDS @rowena_guanzon @COMELEC Mga kakamfake puro fake profile sila ngtatago sa saya ni inang pawpaw nila😂,Negative,Hate,['1487370689812512768'],,,,
"Ba’t takot sa presidential election interview on a national TV si BBM? Pero okay lang sa Toni Talks. Yan ba ang nagsasabing babangon muli ang Pilipinas, eh kahit nga sa isang talakayan, absent. How can he represent the country, then? Takot or sadyang may tinatago lang.",Negative,Hate,['1484732724573532162'],,,,
Takot na si madumb kasi malalaman ng mga pilipino kung bakit sya nanalo nung 2016. Kaya desidido syang talunin si BBM ngayon para mapatunayan lang nya na di sya nandaya noon. Eh kaya lang pagdating sa survey talo na sya. Eh pano na lang sa eleksyon😁😁😁 https://t.co/RRBK4pBOA9,Negative,Hate,['1482291114757398529'],,,,
@rowena_guanzon @COMELEC Ano na? Nasan na med cert ni solid snort? Umurong na yata ang bagang sa takot sa DQ haha,Negative,Hate,['1479318833790058497'],,,,
"@amigoManila Magnanakaw ng eleksyon, sinusuportahan ang kapwa magnanakaw ng eleksyon. Remember 1992? Pagkatapos ng nation-wide power outage nawala ang lamang ni MDS and bigla nauna si FVR. Galawang trapo tsk tsk.",Negative,Hate,['1482314868510593024'],,,,
@boyetzalameda @snowbadua ako galit? im just smiling here knowing na may isa na naman akong tao na pinipilit na ilihis ung usapan kasi naiipit na :)))) paki sagot na lng kung ang survey na ba ang batayan ng election ngyon?,Negative,Hate,['1485390951304417280'],,,,
@PhilstarNews Tao lang yun nagkakasakit. Karapatan nya ang magpahinga. Ang OA mo naman nagpapasikat ka ba? O may kinikilingan ka? Ano DQ na naman? Ayos din naman kayong mga taga Comelec noh? Masyado kang obvious. Subukan lang ninyong i DQ si BBM ng makita ninyo ang galit ng taong bayan.,Negative,Hate,['1479805812893958144'],,,,
"Nagiisa ka lang GUANZON sa desisyon mo! Kaya ka nagkakaganyan kasi walang naniniwala sa yo sa mha kasamahan mo. BAD ATTITUDE! DIKTADOR! Sure tuwang tuwa sila na ilang araw na lang TSUGI KA NA SA COMELEC! HAHAHA
#IStandWithFerolino
#DisbarRowenaGuanzon
Wala na ang Lukaluka!hahaha",Negative,Hate,['1488101769913716737'],,,,
@Bert_Control @rowena_guanzon @COMELEC WAG GANYAN PILIPINO TAU YAN ANG GUSTO NI BBM MAGKAISA.PERO ANO PINAPAKITA NYO PURO GALIT SA PUSO KAY BBM.HINDI NAMAN KAYO INAANO NG TAO..GRABE ANG 2022 ELECTIONS KUMANDIDATO LANG C BBM MKHUSGA WAGAS.KUNG AYAW NYO SYA WAG IBOTO YUN LANG YUN.BKIT DQ PA SYA.DAMING NYONG ALAM..,Negative,Hate,['1485550384328241153'],,,,
@rowena_guanzon @COMELEC Kawawa nmn tong mga kakampwet nato sa DQ nlng umaasa!! Wag nyo nmn ipahalata na takot n takot kayo!lumaban kayo ng patas..masyado pa kayong nagmamarunong sa comelec! Kakaganyan nyo akala nyo ikakapanalo yan ng INA nyo??,Negative,Hate,['1485501348674211842'],,,,
FIRST AND LAST TWEET MEDJ BUSY KASE DI YAN MADDQ TAKOT LANG NAG COMELEC SUGURIN SILA NG BBM SUPPORTERS BAKA MAGKAPEOPLE POWER 3 PA HAHAHA  #FightforMarcosJr,Positive,Non-hate,['1479281559132078083'],,,,
"@MashaMasha2022 Si bbm may pera talaga yan galing sa nakaw, pera ng pilipinas, maminigay kasi election, walang trabaho yan pero isipin mo maraming pera??? Si VP LENI mayaman sa pagmamahal at sa pagtulong kahit wlang sapat na pondo, tumutong kahit hindi election. #LeniforPresident2022 💗🎀🌸💗🎀",Positive,Non-hate,['1474312989482405890'],,,,
Ang taong may malinis na hangarin sa oagtakbo sa HALALAN ay handa at Hindi takot matalo..Lalo na Hindi dapat manira Ng kapwa kandidato para umangat at para iangat Ang sarili kc kahit ano pagtakip nyo... lalabas pa din Ang katotohanan #Halalan2022,Positive,Non-hate,['1487466139420708865'],,,,
@rowena_guanzon naku sumali na yung relihiyon sa politika goodluck nalang kay marcos lugi na pinagkaka isa isahan na siya sumali na yung katoliko baka pati iglesia sumali na din ang saya ng paparating na eleksyon madami mag iiyakan sa social media kapag natalo yung mga poon nila HAHAHAHAHAHAHA,Negative,Hate,['1488053896224600066'],,,,
@ChelDiokno Halatang takot ang comelec magdesisyon.,Negative,Hate,['1486015948154757120'],,,,
@solidkathniel39 @Gwendel89842445 @rowena_guanzon @COMELEC Nagpapaniwala kayo sa Commishunga sa kalat na gawa niya. Takot lang niyan ma libel kasi imbento lang niya yan. Kung meron man sana sinabi na niya yan.,Negative,Hate,['1487969826232430593'],,,,
Impeachable officers ang commissioners of COMELEC. Hmmmm. Naalala ko lang bigla…,Neutral,Non-hate,['1486917024349519872'],,,,
"Tawang tawa ko sa nakita kong comment. May pinresent naman daw pala siyang degrees sa COMELEC, 37.8. 🤣🤣🤣",Negative,Hate,['1484537779917066240'],,,,
"comelec hearing di pinuntahan, presidential interview dinecline, pero kasal at binyag go na go.. aba naman takot na takot naman ata tong si bleng blong narcos?",Negative,Hate,['1484493305698131977'],,,,
"@PhilippineStar Iyak n ang mga pinklawan.. mananalo ang BBM SARA dis coming election..kaya ung mga ngbabalak manirahan s ibang bansa magbalot balot n kayo pag nanalo c BBM umpisahan niyo n,kung my pang plane ticket kayo.. opppsss .",Negative,Hate,['1486081881191985153'],,,,
@dennisquijada4 @Charlbumbum @dragun214 @BuangSonny @Disisyiti @GraceEverlast @ces_riki @lenirobredo @FedicTheGreat @MarionA56n @fugitivemind_ @Du30Titan @marcosdaily_ph @srsasot_ @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena_guanzon Oo nga kailan maging hero ang Tulad ni FEM? 🤣🤣 porket nlibing lang sa LB ? Yuck.. elitistang kang moron ka.. 🤣🤣 tanga² talaga,Negative,Hate,['1480712731716370436'],,,,
"papalapit na ang eleksyon, january na ngayon. if u want to convince your family members and friends to vote for leni, bigyan natin sila ng reliable information but less emotion, especially the elders. hindi natin sila madadala sa galit dahil lalo lang silang hindi makikinig.",Positive,Non-hate,['1484894311687032839'],,,,
"@ibanezme89 @rowena_guanzon @COMELEC @radyocomelec @dzbb @dzrhnews @inquirerdotnet KING INA MO! BOBO!!...KAPAG GMA ANG INTERVIEW, DAMING DAHILAN..PERO KAPAG SMNI NEWS AT LANG KWENTANG INTERVIEWS PRESENT ANG ADIK...WALANG BAYAG TO, SPOX ABOGAGO VIC, IKAW NA LANG TUMAKBO!!! A HENPECK-TAGO PARATI SA SAYA NI VIC, NAKAKALBO NA ANG MOKONG #DZBB @dzbb",Negative,Hate,['1486868164403105797'],,,,
@Charlbumbum @dennisquijada4 @dragun214 @BuangSonny @Disisyiti @GraceEverlast @ces_riki @lenirobredo @FedicTheGreat @MarionA56n @fugitivemind_ @Du30Titan @marcosdaily_ph @srsasot_ @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena_guanzon 🤣🤣 shuta.. ang tanga²... tanungin nga natin kung nagbabayad ba ng tax c boy gov't employee? Baka kasi mana² lang eh..🤣🤣 wag idaan sa mga projects? kasi sa kanila ibulsa na yan.. Yuck,Negative,Hate,['1480709656100339713'],,,,
@lakwatsarah nakakasawa na pero SINUNGALING KA TALAGA BBMJR. walang linggong dumadaan na di ka nagsisinungaling. Takot umattend sa comelec kahit online dahil ayaw magkalat ng virus at under quarantine daw kuno. tapos wala pang 24 oras nasa labas na ng bahay kasama si sara?,Negative,Hate,['1487425547936624640'],,,,
"@RyanLingo_ Fact#1--tinalo ni Leni c BBM sa pag ka bise. Kaya yun sinabi nyang ""kahit anong formula na gamitin ay talo pa rin* ay wickedly misleading. Dalwang beses nilampaso ni Leni c BBM-Vice President at BBM Election Protest. Take note kaalyado ni BBM c Digong.",Neutral,Non-hate,['1474364054265344000'],,,,
Masyado kayong takot matalo mama niyo sa halalan e kung manahimik na lang kayo malaki pa maiaambag niyo :)),Negative,Hate,['1479392376900571138'],,,,
@tr1pnaut1k Nakakatawa yung incumbent president eh sa kanila tapos wala silang naifield ngayong eleksyon. Ang weak ng party nila bigla.,Negative,Hate,['1484390707871707137'],,,,
"Cute ng buong tl ko ngayon, maka politics. 🥺 Sana ganito palagi, hindi lang dahil malapit na ang eleksyon. Sana palaging nakiki alam ang mga mamamayan sa mga ginagawa ng gobyerno. Sana hindi takot mamuna ng mali, at mag bigay ng credit sa mga tamang desisyon.",Positive,Non-hate,['1484894249778745344'],,,,
@jdomingo228 @rowena_guanzon @COMELEC Iyak na kayo hahaha wala na finish na.,Negative,Hate,['1482918479669825539'],,,,
"@rapplerdotcom Comelec was very clear before na bilisan nila pag decide nito, bigla nadelay sobra. Hello Garci na nangyare",Negative,Hate,['1486880131075350529'],,,,
@COMELEC paki ayos na po ng mga codes baka sa gitna ng counting bigla bigla kayo may papalitan jan,Negative,Hate,['1486340419290275847'],,,,
"maraming salamat sa host, speakers, and fellow listeners! ang productive na naman natin! at ang saya lang dahil madaming nag sign up sa mga ndmos🥺 

tuloy lang ang laban, hangga't kaya, hangga't maaari, hanggang sa tagumpay! #PolitiKPop_Halalan",Positive,Non-hate,['1487109764832428032'],,,,
@Ina_nyo_lang @sharmaineintro @usernamethirdy @dumidyeypee @jabjimenez @rowena_guanzon @COMELEC Iyak na ako sa mga gaya mo hahahaa na Ang SINSASAMBA ay MADUMI G TAO hahahahahaha,Negative,Hate,['1480534500639576067'],,,,
@thirdycanales @mjrs994 @rowena_guanzon @COMELEC ai napagago si kuya galit na galit try mo ng kumuda pag tumaas na survey ni lugaw na nilalangaw ang caravan😜😜😜😜😜😜😜😜,Negative,Hate,['1480550701613056003'],,,,
"Kabado men, bigla ang checkpoint comelec. Hwjqjahajana",Negative,Hate,['1481097821868916739'],,,,
@Jhunbaldiviagm1 @maltiq @COMELEC oh bakit na gulat ka binasa mo ba yung filecase nila marunong ka ba mag basa? or na basa mo hindi mo na intindihan LOL!!! eh puro basura yung case di ako ATTY pero marunong ako mag analisa. gets mo? LOW IQ ka ba bro at gulat na gulat ka LOL!!!!,Negative,Hate,['1479008155480645633'],,,,
"@rowena_guanzon @COMELEC Mind conditioning pa more! Para sabihin ng mga loyalista that anything under Comelec’s roof is rigged! Including the DQ case... alam kasi nila na andaling bilugin ang mga isip karamihan sa atin. Kaya nga nauso ang mga memes. Wala nang basa basa, tawa tawa na lang!",Negative,Hate,['1480831466179543040'],,,,
@tradevideos_ @sdnhanzo @rowena_guanzon @COMELEC well last time i check duterte won so tinuturing mo bang madumi pagkapanalo nya? last time i check mgkaiba ang galit kaysa galit galitan. 😂🤣,Negative,Hate,['1483893039244648450'],,,,
"Akala ko ba kayang Talunin ni @lenirobredo si BBM
bakit gigil na gigil ang mga KAKAMPWET sa #DisqualifyMarcosJr 

DINAYA AT NINAKAWAN LANG NUNG 2016
TAPOS DISQUALIFICATION NALANG PAG-ASA NI LENI SA 2022

2022 Election ang magpapatunay na NANDAYA SI LENI nung 2016 di sya maka 14M",Negative,Hate,['1482900308837933056'],,,,
"More reason kaya feel ko walang papatunguhan yung case ni Marcos Jr sa comelec, if you can remember nung si VP Leni nagsalita about vote buying galit na galit tong taong ito https://t.co/VJdzyJ8k4t",Negative,Hate,['1480561607336165377'],,,,
at kung may mga isyu pala na ganyan iammend at maging effective na yan sa sunod na eleksyon. katawa tawa tayo sa ibang bansa. huhuhuhu,Negative,Hate,['1487238449761779713'],,,,
@RoastedAdobo_ Tapos may halong banta sa MB sa statement na nilabas .. eh diba sana matuwa sila kasi na notice ng MB ? isa pa sinabihan na sila ng MB in the 1st place . Ngayun na published saka pa sila KUKUDA sa ginawa ng MB ? 😂 KATAKOT NA TALAGA SI COMELEC .. MAGIC NA MAGIC 🤧🙈,Negative,Hate,['1480833495182106625'],,,,
@exobaybeh Iyak mga kulto ni Blengblong. Sinungaling naman talaga at ngayon lang nagpakita dahil eleksyon.,Negative,Hate,['1486350671741739010'],,,,
"@COMELEC AYUSIN   NYO  TRABAHO  NYO  !! 
WHAG  NYO  KAMI  LOKOHIN...KARAPATAN  BILANG  PILIPINO.NEVER  AGAIN  LIKE  2016  ELECTION   BINABOY  NYO  ANG  MGA  BALOTA  NAMIN  BILANG  ISANG  OFW  GALIT NA  GALIT  AKO   PASAHOD  NAMIN  KAYO  AT  KAMI  ANG  NAG  PAPASOK NG $",Negative,Hate,['1480759330056114181'],,,,
"Galit na galit sa tactical alliance, pero lumalahok rin naman kayo sa burgesya at reaksyunaryong eleksyon. Wala kayong karapatang magmalinis.",Negative,Hate,['1487443724690878464'],,,,
Utter Pradesh Election 2022 | Owaisi VS Munawwar Rana | Sumaya Rana Join... https://t.co/IIo5rnLlUR via @YouTube,Neutral,Non-hate,['1481700882995728392'],,,,
Christmas wish: Manalo ulit si Leni Robredo sa darating na eleksyon.,Positive,Non-hate,['1474613586278248452'],,,,
"@BBM2022__ @KimIndar Laos na po iyan.
Sabihan nyo tatay ni sara w/o h na wag dadayain ang election.
1. Takot makulong ng icc kung hindi kaalyado
2. C bff dennis uy ang may hawak ng logistics this comming election.
3. Dept of energy hawak ng tatay ni sara. Nagpronounce nang may bownout during election",Negative,Hate,['1481287654448955394'],,,,
