text,sentiment,label
tuwang tuwa mga nanglalamang nanglalamang kanila pagbabayad tax,Negative,Hate
napakaduwag talaga blengblong comelec debate hindi dadalo iyon sobrang kaduwagan naman huwag mong sasabihin akin tactics iyon style manahimik kayo dahil takot talaga,Negative,Hate
nako gawain kasi cavite diba last election yung kapatid vote-buying incident takot takot kala supporters baby cavite hahahaha,Negative,Hate
kung totoong prinsipyo sterong paniniwala against strongmen like tatay digz nakipag ally pls ayaw natin ate nung eleksyon galit galit sistema peronalidad ganito tapos bibigyan kami kelangan mong,Negative,Hate
gagawin takot silang magalit ngiwe kanor,Negative,Hate
true mbda government entity yuck mga romans garcias anyways madami tao samin pumunta pero ramdam tamlay walang sigla,Negative,Hate
ulol kaya nyong sabihin para sinabi sure lbm hahaha katakot parang sure halata naman comelec kung sino pinapanigan nako ingat pagsabi nyan baka isipin nadaya balota kasi lbm,Negative,Hate
bakit pigilan mga campaign rally mga politiko walang social distancing tapos pagkatapos election bigla sasabihin sobrang taas naman covid cases bansa,Negative,Hate
tawang tawa mga nagaaway dahil election hahahhsgagaha,Positive,Non-hate
sigasig tyaga magantay para mga nia...ciguro nman magp iyak mga volunteers mga photo shot talagang touching...eto mkasaysayang kampanya eleksyon...labanan anghel mga demonyo,Positive,Non-hate
sino nakaupo nung election yung dilawang galit galit kaya gising namin lamang lutang sige ipilit valid shading...saang iskwelahan pwede yun caguioa leonen,Negative,Hate
start comelec walang magnanakaw for,Positive,Non-hate
kung papanoorin yung video nakakaawa ate girl ipipilit nya isang sitwasyon hindi akma kung makikita kahit nagpupugay mga tao hindi binastos kase naiintindihan eleksyon hindi panahon galit pagkawatak-watak,Negative,Hate
hilig talaga mga dilawan maging diktsdor takot daw but mismo mga diktador,Negative,Hate
grabe gobyernong ngayong umiyak sobrang lungkot kahit alam alam daming gustong ginawa gobyerno alam kung sino please god maawa sa'min hwag sana ipahintulot magwagi mga,Negative,Hate
comelec naman niyo binakground check bakit parang gulat gulat kayo mga puntong nilabas osg patungkol rappler,Negative,Hate
hahaha iyak lapit election mga talunan,Negative,Hate
goal talaga nung comelec that time was galitin tao syempre president tarps pinaalis obviously galit tao mapupunta dun isang running for president naman binaklas tarps also,Neutral,Non-hate
huwag munang saya...meron comelec-demwatch....ang democratic watch philippines demwatch isang yellow organizarion isunod ipakansela calida,Negative,Hate
nako haha katakot election,Negative,Hate
hahahahahaha galit galit amputa hindi naman nakapokus eleksyon meron ibang kandidato kaya kayo maggaguhan social media,Positive,Non-hate
bakit noong pandemia nasaan nakangiti tuwang tuwa magkakahalubilo mga positive negative covid parang hayop papadalhan ayuda truck basura ipinadala election kaya mabait baitan,Negative,Hate
talagang camp press release pero ginamit was survey done sws during last quarter takot takot imagine from vice president mukhang mauulit muli lng dadayain comelec,Negative,Hate
very vocal naman pagsabing mananalo baby eleksyon kahit vpl sinusuportahan dami kasi feeling dati para wala pag-asang vpl dahil surrounded mga taong galit ayaw sakanya,Negative,Hate
takot tandem comelec rappler ikatakot mga aswang gobyerno abangan,Negative,Hate
wtf daw magreact dahil inexplain yung side about election ate saying wala daw siyang pake dahil hindi botante yuck duh college ganyan mindset close minded don't know how respect others opinion,Negative,Hate
hahaha call for sanib pwersa bakit takot yarn kang alala makakasuhan tiyak for pandaraya noong election making vp samantalang panalo naman noon kaya nandyan kc nagtatago kana cia,Negative,Hate
grabe kapal mga mukha lantaran ginagawa takot,Negative,Hate
tandaan lutang mga nsa comelec ngyn appointed prrd hangad malinis halalan..daming kakampigsa ngyn taas halos comatose kaba..lm pkramdam ngyn matet takot eh meds,Negative,Hate
napakababaw talaga gamitin religion election like your religion literally helped forming your morals ethics values tapos kapag tungkol election bigla mong kakalimutan yung religion deciding boang,Negative,Hate
dating ky paralyzed kahit mraming evidence pero ky vp exaggerated react kahit fake news pnaniniwalaan kahit wlang exact evidence.takot mga magnanakaw ky vp kaya para ptuloy knilang pagyaman,Negative,Hate
tapos election tapos kaya zarsuela yuck kadiri,Negative,Hate
iyak world tour ditey malalaman after election bak biglang ilabas nmn numbers mataas hahaa,Negative,Hate
wala inisin kayo kasi mga wala kayong kwenta katulad diring diri naman inyo,Negative,Hate
katakot makakaahon korupsyon pangit sistema gobyerno kung ganito disrespect our right suffrage nageleksyon kung lantarang bababuyin eleksyon grabe,Negative,Hate
lamang survey year tatlong beses nilampaso protest recount election,Negative,Hate
yung lahat lahat cancel pinks paliit paliit ginagalawan nyo..hahaha remulla chiz everyday cancel effect naman cancel ngayong halalan waley olats..talo uwi iyak kayo,Negative,Hate
comelec pala takot solgen,Negative,Hate
kapag tumakbo for lower position mga susunod eleksyon dont think mananalo with this recent libel charges against hindi naging katawa-tawa pasig whole philippines sees him desparate joke now,Negative,Hate
yung realize yung comelec mga taong katulad umaabuso binigay responsibilidad kanila paano magtitiwala kanila napakalabo walang paninindigan jimenez just contradicted his own prior statement debates nakaka tawa,Negative,Hate
galit magnanakaw mapanlamang umiinit mga sinungaling galit mga manloloko galit mga naninira nasasaktan sinasabihan bobo tanga pero sinong choice darating election bakit,Negative,Hate
dati sobrang dali inyo magsabi vote wisely pero ngayong election period kung saan inii-specify yung vote wisely bumoto magnanakaw corrupt bobo bigla-bigla kayong ma-ooffend i-lalabel paninira yung mga yun hahaha,Negative,Hate
ngayong hindi eleksyon padin nakaka tawa naman nakaka tawa talaga kayo mga dilawan tingin niyo tao kapag ayaw poon niyo mga loyalist kahit hindi naman haahahahaahaha,Negative,Hate
tawang-tawa post comment niya anyways marami pumunta rally doesn't mean susuportahan let's just hope our best marami tayong maturuan mamulat mga dumating araw halalan,Positive,Non-hate
duwag nman talaga alamano bakit maka attend comelec debate kasi takot,Negative,Hate
salamat payo sariling opinyon kung bakit galit galit vp sasamahan talaga journey niya pagka presidente hanggang god bless,Positive,Non-hate
manood batman pattinson galit galit riddler sinungaling politicians businessmen mga police ayaw nya fake news yung lumalaban election,Neutral,Non-hate
hahahahahahahahahhaha mga try kasi takot lahat news company buong mundo hahahahahahah,Negative,Hate
bobo spotted galawan mga nanginginig takot dahil ramdam nilang talo manok eleksyon inyo pesos basta ayaw namin magnanakaw,Negative,Hate
hahaha thats fact sino namang matinong tao matatakot pumunta gubat niyo takot pumunta gubat pala ibig sabihin yun matapang kasi kung mga rebelde talaga alam this election pasok,Negative,Hate
nakakarma mga kc poot galit pghihiganti ultimo nya,Negative,Hate
lol kasi caravan talaga marikina-antipolo sana sumama kasi saglit dumalaw ulan sobra madami nag rally uniteam kesa debate comelec libre campaign kc talk town uniteam,Positive,Non-hate
tawang-tawa joy pero seryoso talaga nakikinig constituents niya kaya malaki talaga tulong pag-callout mga pulitikong nakaupo kung last election hindi bumoto alam kong kailangan mong kaya iyo boto,Positive,Non-hate
nawalan gitna pandemya dahil personal galit tao enablers kalimutan ginawa kaya kalimutan halalan,Negative,Hate
inis yung internet connection dial-up,Negative,Hate
yung mga mga dds galit dati abs kasi bias kaya galit mainstream media afyer election kaya magalit mainstream surveys lalo tumugma google trends,Negative,Hate
takot mawalan mga taga comelec kaya magbubulag-bulagan hayss,Negative,Hate
hoyyyy balanga alam nyong bawal sige mga gago kayo aksyonan toh patumpiktumpik magtrabaho kayo turuan leksyon balanga city hall gigil mga bobong,Negative,Hate
galit galit gusto manakit hahahaha napapala niyo pagkayo nanira ipagtanggol ibang kalaban niyo nagagakit kayo iyak kayo election talo mama niyo,Negative,Hate
takot gusto mong mabawasan boto dahil hindi confident matatalo babym election election hindi survey instead switch para ma-divide boto,Negative,Hate
naman paquiao eleksyon para mga kaya naduduwag harapin anumang hamon kakaharapin kung simpleng debate takot naduduwag paano kaya hamon kapakanan mga nakataya,Positive,Non-hate
kamusta kaya iyong pinaglalaban dick gordon pharmally bakit bigla siyang tumahimik asked this kasi gusto managot should not condone corruption pero gordon you're official need results not grandstanding aid election,Negative,Hate
iyak hahaha ilang ugat yung mapipigtal hahaha iyak years make sure galingan pandadaya election para hahaha,Negative,Hate
harap takot takot,Negative,Hate
nyong isingit major issue election dame dame isyu yun presidente dedma galit galit abs-cbn eh yun mga minarcos tax p203b remulla defensor galit kayo hindi nagbabayad tax,Negative,Hate
how feeling election lawyer now comelec commissioner other appointees from davao takot kayo kaya lantaran ginagawang pagpapanipula,Negative,Hate
talaban naman kayo hiya antayin galit tao hindi ninyo pagkilos laban pandaraya vote-buying kapag tarp binabaklas ninyo kahit loob private property hindi kami maaawat kami nagalit tandaan,Negative,Hate
mga bugok wala naman alam matitibag itodo iyak after eleksyon,Negative,Hate
anu galit kayo sinabi vp tanggapin bigay pera pero bumoto kunsensya lantaran vote buying,Negative,Hate
inis sorry ahh pero mga kasama laylayan nakataya bawat eleksyon nangyayare,Negative,Hate
napanood yung kingmaker nakailang iyak seeing there bravely fighting see hope pero nakita kung gaano kaimportante tong election kung gaano kalaki yung role natin,Positive,Non-hate
hindi makapaniwala nakikita yung ganito grabe nung wala election parang walang pa-meeting abanza lola tapos bigla silang nagsisulputan parang kabute,Negative,Hate
kulay pigsa iyak kayo inis umattend taas survey mind games lng mga ulol,Negative,Hate
takot jusko naman wlaa maisip takot pala especially she attended debates hosted cnn comelec given topics favor obviously dont forget jessica soho sinabihan biased pero nag attend debate biased,Negative,Hate
takot eh gusto nilang gawing manual uli yung election para madaling dayain,Negative,Hate
sapat ebidensya pati mga naunang bigayan kaylangan paba rereklamo sainyo parang nakaka takot naman kung mababalewala mga hinaing nakakarami,Negative,Hate
pero girl dami concern lawyer friends sobrang takot election much better sana madami maging volunteer watchers sana maging vigilant,Negative,Hate
naman mistery mistery tapos bigla niya endorse narcos before election asus kumita,Negative,Hate
whaahahahaha wala akong takot hahaha pero natatakot comelec whaahaha biased masyado hahaah,Negative,Hate
kahit ilang reklamo comelec naman makikinig mga takot marcoses diba,Negative,Hate
kalaban natin makinarya tapos mga panatiko naman tuwang tuwa isinasantabi yung halaga boto porket yung gusto mukhang ipapanalo declare niyo para tapos nakakadiri kayo comelec walang silbi,Negative,Hate
baka kaya takot takot yung isang dating commissioner comelec makaupo kaya panay sira pambabastos kasi nakinabang talaga noong kung nagkaroon dayaan like baka mabuking ever naman dayaan ever,Negative,Hate
umaasa kantutin topic dito supporters kami...tanggapin nlng mananalo baka after election bigla nlng kayo matahimik kasi talo lutang scripted basa lenlen nman amoy lol harder pls,Negative,Hate
haahah iyak kana last hnd kita pansinin dami time basta bantayan inubo diredirecho pahihirapan same papa mga kapatid mahuhuli syempre,Negative,Hate
big yuck kapitbahay kaya nakakatawa dun shinare mga senador nanguna mock election pup halatang walang alam putek,Negative,Hate
exactly taong nagpapasahod inyo comelec maging fair naman kayo para future hindi pera pera kaban kung takot kayo diyos kung kayo kapwa pinoys ninyo lalo iyong laylayan,Negative,Hate
ggawin dpt disqualified apply sumipot tatanggapin bastos lng umatend debate bobo takot,Negative,Hate
hala pati pre iyak mga pinktae asar talo,Negative,Hate
maliwnag pasa sikat araw isip nman kayo yung nbubulagan kung anu pinagsasabi hindi kampink inyo para kayong kulto true para kayong napo possess madami kmi tahimik pero lalaban kmi election iboto nmin kung sino gusto nmin galit,Negative,Hate
ikaw kaya magpa aresto parang nawawala gigil yarn..hinay hinay bka mstroke,Negative,Hate
tiwala cavite nako ate gitna kami hahaha kayo sobrang eleksyon habang nagsasalita naiyak kaming hahahaha,Positive,Non-hate
sagot nung bakit ninakawan isumbong ninakawan sabay tawa isip tong kausap magtataka nag-uumpisa init campaign alam kong mismong araw eleksyon hindi alam december daw eh,Negative,Hate
tapos etong mga kakamputangina tuwang tuwa nag papa recount walang nangyayare paano madami galamay that time gawin papa recount this election ramdam,Negative,Hate
alam sq kpop ganito artista pati naman election tapos proud tawang tawa trip,Negative,Hate
nakaka takot kapag brownout,Negative,Hate
